団体コード	uid	都道府県名（漢字）	市区町村名（漢字）	都道府県名（かな）	市区町村名（かな）	lat	lng
63673	code06367	山形県	戸沢村	やまがたけん	とざわむら	38.73025502	140.1198885
63819	code06381	山形県	高畠町	やまがたけん	たかはたまち	37.99233979	140.2040617
63827	code06382	山形県	川西町	やまがたけん	かわにしまち	37.97745007	140.0321909
64017	code06401	山形県	小国町	やまがたけん	おぐにまち	38.046538	139.774726
64025	code06402	山形県	白鷹町	やまがたけん	しらたかまち	38.20476123	140.0842869
64033	code06403	山形県	飯豊町	やまがたけん	いいでまち	37.94967315	139.9057609
64262	code06426	山形県	三川町	やまがたけん	みかわまち	38.80167659	139.846992
64289	code06428	山形県	庄内町	やまがたけん	しようないまち	38.72564754	139.9889126
64611	code06461	山形県	遊佐町	やまがたけん	ゆざまち	39.053161	139.9460617
72010	code07201	福島県	福島市	ふくしまけん	ふくしまし	37.79236933	140.4167273
72028	code07202	福島県	会津若松市	ふくしまけん	あいづわかまつし	37.4597068	139.9505607
72036	code07203	福島県	郡山市	ふくしまけん	こおりやまし	37.42337535	140.3232582
72044	code07204	福島県	いわき市	ふくしまけん	いわきし	37.09502948	140.775049
72052	code07205	福島県	白河市	ふくしまけん	しらかわし	37.1312465	140.2438536
72079	code07207	福島県	須賀川市	ふくしまけん	すかがわし	37.2915264	140.3342199
72087	code07208	福島県	喜多方市	ふくしまけん	きたかたし	37.68469924	139.8503082
72095	code07209	福島県	相馬市	ふくしまけん	そうまし	37.77836405	140.842592
72109	code07210	福島県	二本松市	ふくしまけん	にほんまつし	37.58803348	140.5055393
72117	code07211	福島県	田村市	ふくしまけん	たむらし	37.41490348	140.6758106
72125	code07212	福島県	南相馬市	ふくしまけん	みなみそうまし	37.64086133	140.9168211
72133	code07213	福島県	伊達市	ふくしまけん	だてし	37.79870876	140.606836
72141	code07214	福島県	本宮市	ふくしまけん	もとみやし	37.50319259	140.4160635
73016	code07301	福島県	桑折町	ふくしまけん	こおりまち	37.85964332	140.508079
73032	code07303	福島県	国見町	ふくしまけん	くにみまち	37.88837	140.5527141
73083	code07308	福島県	川俣町	ふくしまけん	かわまたまち	37.6403141	140.6297369
73229	code07322	福島県	大玉村	ふくしまけん	おおたまむら	37.55457828	140.3420712
73423	code07342	福島県	鏡石町	ふくしまけん	かがみいしまち	37.242712	140.3495319
73440	code07344	福島県	天栄村	ふくしまけん	てんえいむら	37.25930435	140.1040886
73628	code07362	福島県	下郷町	ふくしまけん	しもごうまち	37.26187133	139.882576
73644	code07364	福島県	檜枝岐村	ふくしまけん	ひのえまたむら	37.0429783	139.3219376
73679	code07367	福島県	只見町	ふくしまけん	ただみまち	37.30425356	139.371629
73687	code07368	福島県	南会津町	ふくしまけん	みなみあいづまち	37.14682665	139.6031171
74021	code07402	福島県	北塩原村	ふくしまけん	きたしおばらむら	37.69133933	140.0496973
74055	code07405	福島県	西会津町	ふくしまけん	にしあいづまち	37.6458214	139.6568457
74071	code07407	福島県	磐梯町	ふくしまけん	ばんだいまち	37.57632154	140.0046469
74080	code07408	福島県	猪苗代町	ふくしまけん	いなわしろまち	37.59999724	140.1614284
74217	code07421	福島県	会津坂下町	ふくしまけん	あいづばんげまち	37.57374435	139.7950675
74225	code07422	福島県	湯川村	ふくしまけん	ゆがわむら	37.57011392	139.8849285
74233	code07423	福島県	柳津町	ふくしまけん	やないづまち	37.46756762	139.7023511
74446	code07444	福島県	三島町	ふくしまけん	みしままち	37.43609504	139.6419377
74454	code07445	福島県	金山町	ふくしまけん	かねやままち	37.43066779	139.4900776
74462	code07446	福島県	昭和村	ふくしまけん	しょうわむら	37.31201273	139.6242794
74471	code07447	福島県	会津美里町	ふくしまけん	あいづみさとまち	37.41326584	139.8104467
74616	code07461	福島県	西郷村	ふくしまけん	にしごうむら	37.16678084	140.1026376
74641	code07464	福島県	泉崎村	ふくしまけん	いずみざきむら	37.15983963	140.294555
74659	code07465	福島県	中島村	ふくしまけん	なかじまむら	37.15062633	140.3729822
74667	code07466	福島県	矢吹町	ふくしまけん	やぶきまち	37.19829813	140.341418
74811	code07481	福島県	棚倉町	ふくしまけん	たなぐらまち	37.00694176	140.3537694
74829	code07482	福島県	矢祭町	ふくしまけん	やまつりまち	36.87392595	140.4187118
74837	code07483	福島県	塙町	ふくしまけん	はなわまち	36.92885796	140.4444586
74845	code07484	福島県	鮫川村	ふくしまけん	さめがわむら	37.01691639	140.5137779
75019	code07501	福島県	石川町	ふくしまけん	いしかわまち	37.14346637	140.4649713
75027	code07502	福島県	玉川村	ふくしまけん	たまかわむら	37.218703	140.4562974
75035	code07503	福島県	平田村	ふくしまけん	ひらたむら	37.21066467	140.5640648
75043	code07504	福島県	浅川町	ふくしまけん	あさかわまち	37.07298423	140.422539
75051	code07505	福島県	古殿町	ふくしまけん	ふるどのまち	37.09491097	140.5727644
75213	code07521	福島県	三春町	ふくしまけん	みはるまち	37.43889246	140.4939042
75221	code07522	福島県	小野町	ふくしまけん	おのまち	37.29036026	140.61782
75418	code07541	福島県	広野町	ふくしまけん	ひろのまち	37.22602742	140.9473912
75426	code07542	福島県	楢葉町	ふくしまけん	ならはまち	37.28398329	140.9402657
75434	code07543	福島県	富岡町	ふくしまけん	とみおかまち	37.35120195	140.9764962
75442	code07544	福島県	川内村	ふくしまけん	かわうちむら	37.32898987	140.8142616
75451	code07545	福島県	大熊町	ふくしまけん	おおくままち	37.40552091	140.9506979
75469	code07546	福島県	双葉町	ふくしまけん	ふたばまち	37.44567542	140.973801
75477	code07547	福島県	浪江町	ふくしまけん	なみえまち	37.51847461	140.8577256
75485	code07548	福島県	葛尾村	ふくしまけん	かつらおむら	37.503269	140.7861219
75612	code07561	福島県	新地町	ふくしまけん	しんちまち	37.86662462	140.9034755
75647	code07564	福島県	飯舘村	ふくしまけん	いいたてむら	37.67632138	140.7569513
82015	code08201	茨城県	水戸市	いばらきけん	みとし	36.3781624	140.4265133
82023	code08202	茨城県	日立市	いばらきけん	ひたちし	36.60952609	140.6060602
82031	code08203	茨城県	土浦市	いばらきけん	つちうらし	36.09706761	140.1861623
82040	code08204	茨城県	古河市	いばらきけん	こがし	36.17830783	139.782465
82058	code08205	茨城県	石岡市	いばらきけん	いしおかし	36.22779129	140.2360921
82074	code08207	茨城県	結城市	いばらきけん	ゆうきし	36.255521	139.867692
82082	code08208	茨城県	龍ケ崎市	いばらきけん	りゅうがさきし	35.93468485	140.1566092
82104	code08210	茨城県	下妻市	いばらきけん	しもつまし	36.18992146	139.964343
82112	code08211	茨城県	常総市	いばらきけん	じょうそうし	36.06272697	139.9567719
82121	code08212	茨城県	常陸太田市	いばらきけん	ひたちおおたし	36.67323246	140.5075379
82147	code08214	茨城県	高萩市	いばらきけん	たかはぎし	36.7732564	140.6226079
82155	code08215	茨城県	北茨城市	いばらきけん	きたいばらきし	36.84946424	140.670059
82163	code08216	茨城県	笠間市	いばらきけん	かさまし	36.35604809	140.2712234
82171	code08217	茨城県	取手市	いばらきけん	とりでし	35.91695543	140.0768385
82198	code08219	茨城県	牛久市	いばらきけん	うしくし	35.97564921	140.1857636
82201	code08220	茨城県	つくば市	いばらきけん	つくばし	36.09472359	140.0901943
82210	code08221	茨城県	ひたちなか市	いばらきけん	ひたちなかし	36.39740864	140.5510748
82228	code08222	茨城県	鹿嶋市	いばらきけん	かしまし	35.99140419	140.6196781
82236	code08223	茨城県	潮来市	いばらきけん	いたこし	35.95719235	140.5665532
82244	code08224	茨城県	守谷市	いばらきけん	もりやし	35.952304	139.9690022
82252	code08225	茨城県	常陸大宮市	いばらきけん	ひたちおおみやし	36.61424645	140.3487991
82261	code08226	茨城県	那珂市	いばらきけん	なかし	36.46607917	140.4851856
82279	code08227	茨城県	筑西市	いばらきけん	ちくせいし	36.28127869	139.9825721
82287	code08228	茨城県	坂東市	いばらきけん	ばんどうし	36.06339054	139.8848777
82295	code08229	茨城県	稲敷市	いばらきけん	いなしきし	35.94018437	140.3744121
82309	code08230	茨城県	かすみがうら市	いばらきけん	かすみがうらし	36.12462339	140.2770056
82317	code08231	茨城県	桜川市	いばらきけん	さくらがわし	36.33026824	140.1162423
82325	code08232	茨城県	神栖市	いばらきけん	かみすし	35.86015523	140.7022263
82333	code08233	茨城県	行方市	いばらきけん	なめがたし	36.07746449	140.4746115
82341	code08234	茨城県	鉾田市	いばらきけん	ほこたし	36.18214117	140.5044165
82350	code08235	茨城県	つくばみらい市	いばらきけん	つくばみらいし	35.98699214	140.0422924
82368	code08236	茨城県	小美玉市	いばらきけん	おみたまし	36.21121944	140.3532261
83020	code08302	茨城県	茨城町	いばらきけん	いばらきまち	36.28153464	140.4362775
83097	code08309	茨城県	大洗町	いばらきけん	おおあらいまち	36.29731872	140.5574093
83101	code08310	茨城県	城里町	いばらきけん	しろさとまち	36.47582141	140.3172614
83411	code08341	茨城県	東海村	いばらきけん	とうかいむら	36.45747994	140.5847116
83640	code08364	茨城県	大子町	いばらきけん	だいごまち	36.78246479	140.3582895
84425	code08442	茨城県	美浦村	いばらきけん	みほむら	36.01436265	140.3308832
84433	code08443	茨城県	阿見町	いばらきけん	あみまち	36.01594845	140.226526
84476	code08447	茨城県	河内町	いばらきけん	かわちまち	35.88614429	140.2873273
85219	code08521	茨城県	八千代町	いばらきけん	やちよまち	36.17700994	139.8977377
85421	code08542	茨城県	五霞町	いばらきけん	ごかまち	36.11006255	139.7486777
85464	code08546	茨城県	境町	いばらきけん	さかいまち	36.11230594	139.8084609
85642	code08564	茨城県	利根町	いばらきけん	とねまち	35.871164	140.1793257
92011	code09201	栃木県	宇都宮市	とちぎけん	うつのみやし	36.58827716	139.8743587
92029	code09202	栃木県	足利市	とちぎけん	あしかがし	36.34968992	139.4582788
92037	code09203	栃木県	栃木市	とちぎけん	とちぎし	36.34988905	139.6863047
92045	code09204	栃木県	佐野市	とちぎけん	さのし	36.41120943	139.5344446
92053	code09205	栃木県	鹿沼市	とちぎけん	かぬまし	36.57842588	139.6594517
92061	code09206	栃木県	日光市	とちぎけん	にっこうし	36.8142716	139.6062519
92088	code09208	栃木県	小山市	とちぎけん	おやまし	36.30749298	139.8005777
92096	code09209	栃木県	真岡市	とちぎけん	もおかし	36.42617118	139.9954078
92100	code09210	栃木県	大田原市	とちぎけん	おおたわらし	36.86036411	140.1104524
92118	code09211	栃木県	矢板市	とちぎけん	やいたし	36.82627829	139.8999695
92134	code09213	栃木県	那須塩原市	とちぎけん	なすしおばらし	36.98714442	139.9362856
92142	code09214	栃木県	さくら市	とちぎけん	さくらし	36.73094306	139.9997725
92151	code09215	栃木県	那須烏山市	とちぎけん	なすからすやまし	36.65973205	140.1440109
92169	code09216	栃木県	下野市	とちぎけん	しもつけし	36.40811707	139.8600545
93017	code09301	栃木県	上三川町	とちぎけん	かみのかわまち	36.44281071	139.9166849
93424	code09342	栃木県	益子町	とちぎけん	ましこまち	36.46293713	140.1124283
93432	code09343	栃木県	茂木町	とちぎけん	モテギマチ	36.52472679	140.1866804
93441	code09344	栃木県	市貝町	とちぎけん	いちかいまち	36.55545559	140.1020191
93459	code09345	栃木県	芳賀町	とちぎけん	はがまち	36.5588725	140.0426627
93611	code09361	栃木県	壬生町	とちぎけん	みぶまち	36.452681	139.806737
93645	code09364	栃木県	野木町	とちぎけん	のぎまち	36.22852212	139.7365687
93840	code09384	栃木県	塩谷町	とちぎけん	しおやまち	36.79992838	139.8247001
93866	code09386	栃木県	高根沢町	とちぎけん	たかねざわまち	36.62442463	140.0305734
94072	code09407	栃木県	那須町	とちぎけん	なすまち	37.0252543	140.1134732
94111	code09411	栃木県	那珂川町	とちぎけん	なかがわまち	36.75979776	140.1728009
102016	code10201	群馬県	前橋市	ぐんまけん	まえばしし	36.41694135	139.111425
102024	code10202	群馬県	高崎市	ぐんまけん	たかさきし	36.3550077	138.9291666
102032	code10203	群馬県	桐生市	ぐんまけん	きりゅうし	36.46303925	139.3766643
102041	code10204	群馬県	伊勢崎市	ぐんまけん	いせさきし	36.33040587	139.2248453
102059	code10205	群馬県	太田市	ぐんまけん	おおたし	36.30048936	139.3545948
102067	code10206	群馬県	沼田市	ぐんまけん	ぬまたし	36.67869319	139.147136
102075	code10207	群馬県	館林市	ぐんまけん	たてばやしし	36.24232625	139.5323186
102083	code10208	群馬県	渋川市	ぐんまけん	しぶかわし	36.52805426	139.0091997
102091	code10209	群馬県	藤岡市	ぐんまけん	ふじおかし	36.19938469	138.9881577
102105	code10210	群馬県	富岡市	ぐんまけん	とみおかし	36.26003103	138.8538039
102113	code10211	群馬県	安中市	ぐんまけん	あんなかし	36.33113805	138.7841247
102121	code10212	群馬県	みどり市	ぐんまけん	みどりし	36.5112498	139.3316725
103446	code10344	群馬県	榛東村	ぐんまけん	しんとうむら	36.4448185	138.9564673
103454	code10345	群馬県	吉岡町	ぐんまけん	よしおかまち	36.44983667	138.9982459
103667	code10366	群馬県	上野村	ぐんまけん	うえのむら	36.06848774	138.7324616
103675	code10367	群馬県	神流町	ぐんまけん	かんなまち	36.1136376	138.8494181
103829	code10382	群馬県	下仁田町	ぐんまけん	しもにたまち	36.22903269	138.7141048
103837	code10383	群馬県	南牧村	ぐんまけん	なんもくむら	36.16499106	138.6838776
103845	code10384	群馬県	甘楽町	ぐんまけん	かんらまち	36.20998564	138.9015077
104213	code10421	群馬県	中之条町	ぐんまけん	なかのじようまち	36.64462626	138.7109509
104248	code10424	群馬県	長野原町	ぐんまけん	ながのはらまち	36.51217135	138.6278081
104256	code10425	群馬県	嬬恋村	ぐんまけん	つまごいむら	36.52492514	138.5029412
104264	code10426	群馬県	草津町	ぐんまけん	くさつまち	36.61366605	138.5709018
104281	code10428	群馬県	高山村	ぐんまけん	たかやまむら	36.62802933	138.9459161
104299	code10429	群馬県	東吾妻町	ぐんまけん	ヒガシアガツママチ	36.53272555	138.7679205
104434	code10443	群馬県	片品村	ぐんまけん	かたしなむら	36.84397865	139.2596229
104442	code10444	群馬県	川場村	ぐんまけん	かわばむら	36.73141464	139.1345167
104485	code10448	群馬県	昭和村	ぐんまけん	しょうわむら	36.60877348	139.10576
104493	code10449	群馬県	みなかみ町	ぐんまけん	みなかみまち	36.83543493	139.0102511
104647	code10464	群馬県	玉村町	ぐんまけん	たまむらまち	36.30655753	139.124939
105210	code10521	群馬県	板倉町	ぐんまけん	いたくらまち	36.2315011	139.6220027
105228	code10522	群馬県	明和町	ぐんまけん	めいわまち	36.20953492	139.5301059
105236	code10523	群馬県	千代田町	ぐんまけん	ちよだまち	36.21555533	139.4540428
105244	code10524	群馬県	大泉町	ぐんまけん	おおいずみまち	36.25151327	139.4080222
105252	code10525	群馬県	邑楽町	ぐんまけん	おうらまち	36.26027971	139.4648029
111007	code11100	埼玉県	さいたま市	さいたまけん	さいたまし	35.91881434	139.6665711
112011	code11201	埼玉県	川越市	さいたまけん	かわごえし	35.9079729	139.4711503
112020	code11202	埼玉県	熊谷市	さいたまけん	くまがやし	36.1589925	139.3797084
112038	code11203	埼玉県	川口市	さいたまけん	かわぐちし	35.83597724	139.7338163
112062	code11206	埼玉県	行田市	さいたまけん	ぎようだし	36.14808003	139.4742205
112071	code11207	埼玉県	秩父市	さいたまけん	ちちぶし	35.98100115	138.9668187
112089	code11208	埼玉県	所沢市	さいたまけん	ところざわし	35.80395446	139.4534703
112097	code11209	埼玉県	飯能市	さいたまけん	はんのうし	35.88270388	139.2485048
112101	code11210	埼玉県	加須市	さいたまけん	かぞし	36.14221032	139.6179947
112119	code11211	埼玉県	本庄市	さいたまけん	ほんじようし	36.19847318	139.1448777
112127	code11212	埼玉県	東松山市	さいたまけん	ひがしまつやまし	36.03739208	139.4006187
112143	code11214	埼玉県	春日部市	さいたまけん	かすかべし	35.97722186	139.7641296
112151	code11215	埼玉県	狭山市	さいたまけん	さやまし	35.85532036	139.4215443
112160	code11216	埼玉県	羽生市	さいたまけん	はにゆうし	36.16686926	139.5480689
112178	code11217	埼玉県	鴻巣市	さいたまけん	こうのすし	36.08114056	139.5076286
112186	code11218	埼玉県	深谷市	さいたまけん	ふかやし	36.17868988	139.257398
112194	code11219	埼玉県	上尾市	さいたまけん	あげおし	35.96491615	139.5834877
112216	code11221	埼玉県	草加市	さいたまけん	そうかし	35.84497343	139.8064723
112224	code11222	埼玉県	越谷市	さいたまけん	こしがやし	35.90609212	139.7898162
112232	code11223	埼玉県	蕨市	さいたまけん	わらびし	35.82205567	139.6900855
112241	code11224	埼玉県	戸田市	さいたまけん	とだし	35.81394592	139.6621246
112259	code11225	埼玉県	入間市	さいたまけん	いるまし	35.82056333	139.3648438
112275	code11227	埼玉県	朝霞市	さいたまけん	あさかし	35.81130542	139.6009445
112283	code11228	埼玉県	志木市	さいたまけん	しきし	35.83249822	139.5794117
112291	code11229	埼玉県	和光市	さいたまけん	わこうし	35.7900626	139.6216678
112305	code11230	埼玉県	新座市	さいたまけん	にいざし	35.79652475	139.5539904
112313	code11231	埼玉県	桶川市	さいたまけん	おけがわし	36.0090556	139.5580883
112321	code11232	埼玉県	久喜市	さいたまけん	くきし	36.07734226	139.6458415
112330	code11233	埼玉県	北本市	さいたまけん	きたもとし	36.02377327	139.5295281
112348	code11234	埼玉県	八潮市	さいたまけん	やしおし	35.816927	139.8402012
112356	code11235	埼玉県	富士見市	さいたまけん	ふじみし	35.86205577	139.5515229
112372	code11237	埼玉県	三郷市	さいたまけん	みさとし	35.82510353	139.8735587
112381	code11238	埼玉県	蓮田市	さいたまけん	はすだし	36.0004851	139.6474759
112399	code11239	埼玉県	坂戸市	さいたまけん	さかどし	35.95554604	139.3974082
112402	code11240	埼玉県	幸手市	さいたまけん	サッテシ	36.0705435	139.738718
112411	code11241	埼玉県	鶴ヶ島市	さいたまけん	つるがしまし	35.93631492	139.3952745
112429	code11242	埼玉県	日高市	さいたまけん	ひだかし	35.89691629	139.3464484
112437	code11243	埼玉県	吉川市	さいたまけん	よしかわし	35.90219393	139.8542134
112453	code11245	埼玉県	ふじみ野市	さいたまけん	ふじみのし	35.86364262	139.5210719
112461	code11246	埼玉県	白岡市	サイタマケン	シラオカシ	36.02514417	139.6661
113018	code11301	埼玉県	伊奈町	さいたまけん	いなまち	35.99827	139.6193442
113247	code11324	埼玉県	三芳町	さいたまけん	みよしまち	35.8351948	139.5197403
113263	code11326	埼玉県	毛呂山町	さいたまけん	もろやままち	35.93604069	139.3158829
113271	code11327	埼玉県	越生町	さいたまけん	おごせまち	35.95914013	139.2657651
113417	code11341	埼玉県	滑川町	さいたまけん	なめがわまち	36.0724455	139.3540358
113425	code11342	埼玉県	嵐山町	さいたまけん	らんざんまち	36.0635598	139.3140432
113433	code11343	埼玉県	小川町	さいたまけん	おがわまち	36.05963695	139.2545534
113468	code11346	埼玉県	川島町	さいたまけん	かわじままち	35.98717667	139.4831092
113476	code11347	埼玉県	吉見町	さいたまけん	よしみまち	36.04076273	139.4621511
113484	code11348	埼玉県	鳩山町	さいたまけん	はとやままち	35.98933179	139.3286764
113492	code11349	埼玉県	ときがわ町	さいたまけん	ときがわまち	35.99699086	139.2484225
113611	code11361	埼玉県	横瀬町	さいたまけん	よこぜまち	35.9728635	139.1308347
113620	code11362	埼玉県	皆野町	さいたまけん	みなのまち	36.08286539	139.0844647
113638	code11363	埼玉県	長瀞町	さいたまけん	ながとろまち	36.119826	139.1240606
113654	code11365	埼玉県	小鹿野町	さいたまけん	おがのまち	36.02102685	138.9452686
113697	code11369	埼玉県	東秩父村	さいたまけん	ひがしちちぶむら	36.04995393	139.1852423
113816	code11381	埼玉県	美里町	さいたまけん	みさとまち	36.17384611	139.1744119
113832	code11383	埼玉県	神川町	さいたまけん	かみかわまち	36.17016155	139.0696914
113859	code11385	埼玉県	上里町	さいたまけん	かみさとまち	36.25121236	139.1367171
114081	code11408	埼玉県	寄居町	さいたまけん	よりいまち	36.11534497	139.2129877
114421	code11442	埼玉県	宮代町	さいたまけん	みやしろまち	36.02529564	139.7133558
114642	code11464	埼玉県	杉戸町	さいたまけん	すぎとまち	36.0396591	139.7488155
114651	code11465	埼玉県	松伏町	さいたまけん	まつぶしまち	35.93428415	139.8297398
121002	code12100	千葉県	千葉市	ちばけん	ちばし	35.59721931	140.1718136
122025	code12202	千葉県	銚子市	ちばけん	ちょうしし	35.74076674	140.776191
122033	code12203	千葉県	市川市	ちばけん	いちかわし	35.71566084	139.9315229
122041	code12204	千葉県	船橋市	ちばけん	ふなばしし	35.72698484	140.0164059
122050	code12205	千葉県	館山市	ちばけん	たてやまし	34.97586362	139.8579352
122068	code12206	千葉県	木更津市	ちばけん	きさらづし	35.37152278	139.9926451
122076	code12207	千葉県	松戸市	ちばけん	まつどし	35.78993526	139.9361582
122084	code12208	千葉県	野田市	ちばけん	のだし	35.99596714	139.8609666
122106	code12210	千葉県	茂原市	ちばけん	もばらし	35.45018974	140.3073083
122114	code12211	千葉県	成田市	ちばけん	なりたし	35.80680706	140.3636346
122122	code12212	千葉県	佐倉市	ちばけん	さくらし	35.7006971	140.2186719
122131	code12213	千葉県	東金市	ちばけん	とうがねし	35.55895371	140.3694997
122157	code12215	千葉県	旭市	ちばけん	あさひし	35.73290946	140.6592303
122165	code12216	千葉県	習志野市	ちばけん	ならしのし	35.68142385	140.0358452
122173	code12217	千葉県	柏市	ちばけん	かしわし	35.85967791	139.992022
122181	code12218	千葉県	勝浦市	ちばけん	かつうらし	35.17388444	140.2679104
122190	code12219	千葉県	市原市	ちばけん	いちはらし	35.42664843	140.1464197
122203	code12220	千葉県	流山市	ちばけん	ながれやまし	35.87177548	139.9227181
122211	code12221	千葉県	八千代市	ちばけん	やちよし	35.7333033	140.106577
122220	code12222	千葉県	我孫子市	ちばけん	あびこし	35.86841111	140.0590289
122238	code12223	千葉県	鴨川市	ちばけん	かもがわし	35.12433831	140.0786693
122246	code12224	千葉県	鎌ケ谷市	ちばけん	かまがやし	35.77068332	140.0002914
122254	code12225	千葉県	君津市	ちばけん	きみつし	35.27651454	139.9928755
122262	code12226	千葉県	富津市	ちばけん	フッツシ	35.24054185	139.8875319
122271	code12227	千葉県	浦安市	ちばけん	うらやすし	35.64678367	139.8977649
122289	code12228	千葉県	四街道市	ちばけん	よつかいどうし	35.67076752	140.1720682
122297	code12229	千葉県	袖ケ浦市	ちばけん	そでがうらし	35.41674261	140.0112288
122301	code12230	千葉県	八街市	ちばけん	やちまたし	35.647356	140.3023353
122319	code12231	千葉県	印西市	ちばけん	いんざいし	35.79922862	140.1828807
122327	code12232	千葉県	白井市	ちばけん	しろいし	35.79367242	140.055776
122335	code12233	千葉県	富里市	ちばけん	とみさとし	35.71805372	140.3476544
122343	code12234	千葉県	南房総市	ちばけん	みなみぼうそうし	35.01919334	139.9212895
122351	code12235	千葉県	匝瑳市	ちばけん	そうさし	35.70334467	140.5604109
122360	code12236	千葉県	香取市	ちばけん	かとりし	35.854376	140.5360179
122378	code12237	千葉県	山武市	ちばけん	さんむし	35.62393118	140.4026366
122386	code12238	千葉県	いすみ市	ちばけん	いすみし	35.27736174	140.3373121
122394	code12239	千葉県	大網白里市	ちばけん	オオアミシラサトシ	35.51433516	140.3312975
123226	code12322	千葉県	酒々井町	ちばけん	しすいまち	35.72537269	140.2773802
123293	code12329	千葉県	栄町	ちばけん	さかえまち	35.83828722	140.2447714
123421	code12342	千葉県	神崎町	ちばけん	こうざきまち	35.88251781	140.4086964
123471	code12347	千葉県	多古町	ちばけん	たこまち	35.75707184	140.4712819
123498	code12349	千葉県	東庄町	ちばけん	とうのしょうまち	35.80821411	140.6710005
124036	code12403	千葉県	九十九里町	ちばけん	くじゆうくりまち	35.53446744	140.4227193
124095	code12409	千葉県	芝山町	ちばけん	しばやままち	35.7236648	140.4025948
124109	code12410	千葉県	横芝光町	ちばけん	よこしばひかりまち	35.66162046	140.491757
124214	code12421	千葉県	一宮町	ちばけん	いちのみやまち	35.35868709	140.3772862
124222	code12422	千葉県	睦沢町	ちばけん	むつざわまち	35.35519944	140.3040359
124231	code12423	千葉県	長生村	ちばけん	ちょうせいむら	35.40616925	140.350369
124249	code12424	千葉県	白子町	ちばけん	しらこまち	35.45184115	140.3764442
124265	code12426	千葉県	長柄町	ちばけん	ながらまち	35.4433417	140.2150482
124273	code12427	千葉県	長南町	ちばけん	ちょうなんまち	35.37956196	140.248441
124419	code12441	千葉県	大多喜町	ちばけん	おおたきまち	35.25474806	140.2279323
124435	code12443	千葉県	御宿町	ちばけん	おんじゆくまち	35.19776915	140.3450711
124630	code12463	千葉県	鋸南町	ちばけん	きよなんまち	35.13073378	139.8698499
131016	code13101	東京都	千代田区	とうきょうと	ちよだく	35.688086	139.7581868
131024	code13102	東京都	中央区	とうきょうと	ちゅうおうく	35.67231845	139.7760073
131032	code13103	東京都	港区	とうきょうと	みなとく	35.65493954	139.7378991
131041	code13104	東京都	新宿区	とうきょうと	シンジュクク	35.70358506	139.7076451
131059	code13105	東京都	文京区	とうきょうと	ブンキョウク	35.72241236	139.746377
131067	code13106	東京都	台東区	とうきょうと	たいとうく	35.71753433	139.7892966
131075	code13107	東京都	墨田区	とうきょうと	すみだく	35.71212669	139.8180973
131083	code13108	東京都	江東区	とうきょうと	こうとうく	35.667278	139.8121252
131091	code13109	東京都	品川区	とうきょうと	しながわく	35.61774027	139.7251197
131105	code13110	東京都	目黒区	とうきょうと	めぐろく	35.63200075	139.6881943
131113	code13111	東京都	大田区	とうきょうと	おおたく	35.57336754	139.7179579
131121	code13112	東京都	世田谷区	とうきょうと	せたがやく	35.63687561	139.636526
131130	code13113	東京都	渋谷区	とうきょうと	しぶやく	35.66734747	139.6953559
131148	code13114	東京都	中野区	とうきょうと	なかのく	35.71386067	139.6613072
131156	code13115	東京都	杉並区	とうきょうと	すぎなみく	35.69399713	139.6281673
131164	code13116	東京都	豊島区	とうきょうと	としまく	35.73224524	139.7112549
131172	code13117	東京都	北区	とうきょうと	きたく	35.76621075	139.7315556
131181	code13118	東京都	荒川区	とうきょうと	あらかわく	35.73839425	139.7829134
131199	code13119	東京都	板橋区	とうきょうと	いたばしく	35.7692095	139.6843067
131202	code13120	東京都	練馬区	とうきょうと	ねりまく	35.74768563	139.6222989
131211	code13121	東京都	足立区	とうきょうと	あだちく	35.78109912	139.7963623
131229	code13122	東京都	葛飾区	とうきょうと	かつしかく	35.76147053	139.8599794
131237	code13123	東京都	江戸川区	とうきょうと	えどがわく	35.69757671	139.8753066
132012	code13201	東京都	八王子市	とうきょうと	はちおうじし	35.65631743	139.2991546
132021	code13202	東京都	立川市	とうきょうと	たちかわし	35.71602794	139.4065017
132039	code13203	東京都	武蔵野市	とうきょうと	むさしのし	35.70951155	139.5594005
132047	code13204	東京都	三鷹市	とうきょうと	みたかし	35.68263844	139.5586386
132055	code13205	東京都	青梅市	とうきょうと	おうめし	35.80086777	139.2404298
132063	code13206	東京都	府中市	とうきょうと	ふちゅうし	35.67341819	139.4847788
132071	code13207	東京都	昭島市	とうきょうと	あきしまし	35.7036021	139.3684142
132080	code13208	東京都	調布市	とうきょうと	ちょうふし	35.6637533	139.5516789
132098	code13209	東京都	町田市	とうきょうと	まちだし	35.5767082	139.4191961
132101	code13210	東京都	小金井市	とうきょうと	こがねいし	35.69994556	139.5153596
132110	code13211	東京都	小平市	とうきょうと	こだいらし	35.73193418	139.4826655
132128	code13212	東京都	日野市	とうきょうと	ひのし	35.66444925	139.3999326
132136	code13213	東京都	東村山市	とうきょうと	ひがしむらやまし	35.75885525	139.4777957
132144	code13214	東京都	国分寺市	とうきょうと	こくぶんじし	35.704564	139.4596382
132152	code13215	東京都	国立市	とうきょうと	くにたちし	35.69052625	139.437349
132187	code13218	東京都	福生市	とうきょうと	フッサシ	35.73731	139.3401938
132195	code13219	東京都	狛江市	とうきょうと	こまえし	35.63683356	139.5802917
